title,image,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Kimi to no Tadashii Yakusoku,https://cdn.myanimelist.net/images/anime/7/83670.jpg,Special,3,Finished Airing,,,,Sports,Team Sports,add some,add some,,G - All Ages,,17827.0,19393.0,383.0,0.0
Kimi to no Tadashii Yakusoku (2007),https://cdn.myanimelist.net/images/anime/11/83671.jpg,Special,3,Finished Airing,,,,Sports,Team Sports,add some,add some,,G - All Ages,,17829.0,20087.0,338.0,0.0
Anata no Katagoshi Chotto Ue,https://cdn.myanimelist.net/images/anime/10/83672.jpg,ONA,3,Finished Airing,,,,"Comedy, Supernatural",,add some,add some,,G - All Ages,,19895.0,20337.0,320.0,0.0
Shinmai,https://cdn.myanimelist.net/images/anime/7/83673.jpg,Special,4,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,15025.0,21301.0,267.0,0.0
No Shiba no Shiba,https://cdn.myanimelist.net/images/anime/6/83674.jpg,Special,2,Finished Airing,,,,"Comedy, Supernatural",School,add some,add some,,G - All Ages,,19106.0,21251.0,270.0,0.0
Sukui Agete Kurenai ka,https://cdn.myanimelist.net/images/anime/11/83675.jpg,ONA,1,Finished Airing,,,,Slice of Life,,add some,add some,,G - All Ages,4.92,13828.0,19217.0,398.0,0.0
Bikkuriman Kids: Theme Fighter Nyander,https://cdn.myanimelist.net/images/anime/11/83676.jpg,ONA,4,Finished Airing,,,,,Parody,add some,add some,Kids,G - All Ages,,20274.0,20294.0,322.0,0.0
Youjo Shenki Episode 0,https://cdn.myanimelist.net/images/anime/1781/122851.jpg,ONA,1,Finished Airing,,,,"Comedy, Fantasy","Isekai, Parody, Reincarnation",Studio PuYUKAI,add some,,G - All Ages,6.04,10057.0,5509.0,18566.0,11.0
Junlin Chengxia,https://cdn.myanimelist.net/images/anime/9/83715.jpg,ONA,13,Finished Airing,,,,"Comedy, Fantasy",,Haoliners Animation League,"Tencent Animation & Comics, Pb Animation",,PG-13 - Teens 13 or older,5.82,11217.0,13741.0,1326.0,6.0
Minna no Okayama-ken,https://cdn.myanimelist.net/images/anime/11/83720.jpg,ONA,10,Finished Airing,,,,Slice of Life,,add some,add some,,G - All Ages,,18702.0,21033.0,283.0,0.0
One Room Special,https://cdn.myanimelist.net/images/anime/1033/108985.jpg,Special,1,Finished Airing,,,,Slice of Life,,Typhoon Graphics,add some,,PG-13 - Teens 13 or older,5.49,12612.0,5225.0,21297.0,15.0
"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",https://cdn.myanimelist.net/images/anime/1689/148348.jpg,Special,1,Finished Airing,,,,Sports,"CGDCT, School","J.C.Staff, A.C.G.T.","Genco, Exit Tunes, Duckbill Entertainment, Shanghai Tiantan Culture & Media, NADA Holdings, My Theater D.D.",Shounen,PG-13 - Teens 13 or older,6.57,6886.0,9511.0,4647.0,1.0
Yareruko! Densha Ecchi,,,,,,,,,,,,,,6.69,,,,
Youjo Shenki,https://cdn.myanimelist.net/images/anime/13/83756.jpg,ONA,12,Finished Airing,,,,"Comedy, Fantasy","Isekai, Military, Parody, Reincarnation",Studio PuYUKAI,add some,,G - All Ages,6.72,6007.0,4760.0,26629.0,44.0
Kumo no Gakkou,https://cdn.myanimelist.net/images/anime/13/83764.jpg,Movie,1,Finished Airing,,,,"Drama, Slice of Life",,add some,add some,,G - All Ages,,18067.0,20806.0,295.0,0.0
Meikoku Gakuen: Jutai-hen,https://cdn.myanimelist.net/images/anime/6/85578.jpg,OVA,2,Finished Airing,,,,Hentai,,T-Rex,Lune-Pictures,,Rx - Hentai,7.07,,6273.0,13184.0,71.0
ChäoS;Child Episode 0,https://cdn.myanimelist.net/images/anime/9/83904.jpg,Special,1,Finished Airing,,,,"Mystery, Sci-Fi, Supernatural",Psychological,SILVER LINK.,add some,,R - 17+ (violence & profanity),6.2,9115.0,4975.0,23845.0,12.0
Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,https://cdn.myanimelist.net/images/anime/6/83800.jpg,Movie,1,Finished Airing,,,,Comedy,,Bandai Namco Pictures,TOHO,Kids,G - All Ages,,18059.0,19397.0,382.0,0.0
Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,https://cdn.myanimelist.net/images/anime/3/83801.jpg,Movie,1,Finished Airing,,,,Adventure,,Craftar Studios,NHK,Kids,G - All Ages,,21415.0,19375.0,384.0,0.0
Town Workers,https://cdn.myanimelist.net/images/anime/4/83802.jpg,ONA,3,Finished Airing,,,,Slice of Life,,Rockwell Eyes,add some,,PG-13 - Teens 13 or older,5.93,10619.0,15018.0,957.0,0.0
Momoiro Bouenkyou Anime Edition,https://cdn.myanimelist.net/images/anime/1142/104288.jpg,OVA,1,Finished Airing,,,,Hentai,,Studio 9 Maiami,"MS Pictures, Chippai",,Rx - Hentai,5.78,,9255.0,5057.0,19.0
Green Eyes: Ane Kyun! yori The Animation,https://cdn.myanimelist.net/images/anime/1810/103971.jpg,OVA,1,Finished Airing,,,,Hentai,,T-Rex,BOOTLEG,,Rx - Hentai,6.89,,6375.0,12719.0,59.0
Chen-Kuro Gakuen,,,,,,,,,,,,,,5.43,,,,
Kine-Pass Gekijou,https://cdn.myanimelist.net/images/anime/8/83831.jpg,Movie,3,Finished Airing,,,,Comedy,Parody,Studio PuYUKAI,add some,,G - All Ages,5.52,12513.0,16077.0,723.0,0.0
Kuro-Nikuru Girls,https://cdn.myanimelist.net/images/anime/10/83832.jpg,ONA,3,Finished Airing,,,,Comedy,"Parody, School",Studio PuYUKAI,add some,,G - All Ages,5.34,13076.0,15566.0,822.0,1.0
Chein Kuro-Nikuru!!,https://cdn.myanimelist.net/images/anime/11/83833.jpg,Special,12,Finished Airing,,,,Comedy,Parody,Studio PuYUKAI,add some,,G - All Ages,5.45,12741.0,14859.0,996.0,0.0
Elsword: Ain-ui Gieog Animation,https://cdn.myanimelist.net/images/anime/4/83834.jpg,ONA,1,Finished Airing,,,,"Action, Fantasy",,DR Movie,add some,,PG-13 - Teens 13 or older,6.05,9997.0,10712.0,3219.0,2.0
Eureka Seven AO: One More Time - Lord Don't Slow Me Down,https://cdn.myanimelist.net/images/anime/3/83906.jpg,ONA,5,Finished Airing,,,,"Adventure, Drama, Sci-Fi",Mecha,Bones,add some,,PG-13 - Teens 13 or older,6.62,6602.0,7234.0,9365.0,7.0
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",https://cdn.myanimelist.net/images/anime/1692/132999.jpg,Special,1,Finished Airing,,,,"Action, Drama, Suspense","Adult Cast, Historical, Organized Crime",Shuka,add some,,R - 17+ (violence & profanity),6.9,4977.0,3140.0,60069.0,34.0
Ar:pieL - 6-seosgae-ui Unmyeong,https://cdn.myanimelist.net/images/anime/8/83910.jpg,ONA,3,Finished Airing,,,,"Action, Fantasy",,add some,add some,,G - All Ages,,19948.0,14286.0,1156.0,3.0
Tama Pawns,https://cdn.myanimelist.net/images/anime/12/83912.jpg,ONA,6,Finished Airing,,,,"Comedy, Fantasy, Ecchi",,Tsukimidou,add some,,PG-13 - Teens 13 or older,5.66,11973.0,15018.0,956.0,1.0
Kuroko no Basket: Oshaberi Shiyou ka,https://cdn.myanimelist.net/images/anime/9/83916.jpg,Special,1,Finished Airing,,,,"Comedy, Sports","School, Team Sports",Production I.G,add some,Shounen,PG-13 - Teens 13 or older,7.18,3591.0,5588.0,17884.0,7.0
Yoake Tsugeru Lu no Uta,https://cdn.myanimelist.net/images/anime/5/84260.jpg,Movie,1,Finished Airing,,,,"Adventure, Award Winning, Supernatural",Music,Science SARU,"Fuji TV, TOHO, Fujipacific Music, BS Fuji",,G - All Ages,7.38,2562.0,3197.0,57853.0,208.0
Tamashii Insert,,,,,,,,,,,,,,6.87,,,,
ViVid Strike! Specials,https://cdn.myanimelist.net/images/anime/9/84018.jpg,Special,3,Finished Airing,,,,"Action, Drama",Martial Arts,Seven Arcs Pictures,add some,,PG-13 - Teens 13 or older,6.65,6388.0,6811.0,10824.0,12.0
Zo Zo Zo Zombie-kun,https://cdn.myanimelist.net/images/anime/2/84766.jpg,ONA,2,Finished Airing,,,,Comedy,,add some,add some,Kids,PG - Children,5.14,13525.0,16765.0,621.0,1.0
Mazinger Z Movie: Infinity,https://cdn.myanimelist.net/images/anime/1611/90206.jpg,Movie,1,Finished Airing,,,,"Comedy, Sci-Fi","Mecha, Super Power",Toei Animation,"Dynamic Planning, Warner Music Japan",Shounen,PG-13 - Teens 13 or older,6.92,4909.0,7092.0,9878.0,30.0
"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",https://cdn.myanimelist.net/images/anime/1482/104324.jpg,OVA,1,Finished Airing,,,,Hentai,,Office No. 8,Pink Pineapple,,Rx - Hentai,5.98,,9076.0,5317.0,9.0
Souryo to Majiwaru Shikiyoku no Yoru ni...,https://cdn.myanimelist.net/images/anime/9/86606.jpg,ONA,12,Finished Airing,,,,"Drama, Hentai",,Seven,"Kujou-kun no Bonnou wo Mimamoru-kai, Cloud22",Josei,Rx - Hentai,4.7,,3731.0,44272.0,101.0
Maple Town Monogatari (Movie),https://cdn.myanimelist.net/images/anime/1148/145183.jpg,Movie,1.0,Finished Airing,,,,"Fantasy, Slice of Life",Anthropomorphic,Toei Animation,add some,,G - All Ages,,18448.0,16743.0,623.0,0.0
Dance with Devils: Fortuna,https://cdn.myanimelist.net/images/anime/2/86240.jpg,Movie,1,Finished Airing,,,,"Romance, Supernatural","Mythology, Reverse Harem, School, Vampire",Brain's Base,"DIVE II Entertainment, Avex Pictures",,R - 17+ (violence & profanity),6.25,8869.0,5320.0,20397.0,52.0
Crayon Shin-chan Gaiden: Kazokuzure Ookami,https://cdn.myanimelist.net/images/anime/7/84069.jpg,ONA,13,Finished Airing,,,,"Action, Comedy, Ecchi",Samurai,Shin-Ei Animation,add some,Seinen,G - All Ages,6.79,5587.0,11754.0,2394.0,2.0
Ponkotsu Quest x Monsterz,https://cdn.myanimelist.net/images/anime/12/84085.jpg,ONA,3,Finished Airing,,,,"Comedy, Fantasy",Parody,add some,add some,,PG - Children,5.62,12167.0,18417.0,458.0,0.0
Ponkotsu Quest x Gatchaman Special,,,,,,,,,,,,,,5.3,,,,
Ponkotsu Quest Specials,https://cdn.myanimelist.net/images/anime/7/84087.jpg,ONA,Unknown,Currently Airing,,,,"Comedy, Fantasy",Parody,Pie in the sky,VAP,,G - All Ages,,19511.0,18160.0,477.0,0.0
Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,https://cdn.myanimelist.net/images/anime/12/84089.jpg,Special,Unknown,Currently Airing,,,,"Comedy, Fantasy","Parody, Strategy Game",add some,VAP,,PG - Children,,19510.0,18482.0,451.0,0.0
This Is My House,https://cdn.myanimelist.net/images/anime/1692/97548.jpg,Movie,1,Finished Airing,,,,"Avant Garde, Comedy",,add some,add some,,,,15609.0,20466.0,314.0,0.0
Kaibutsu Gakushou,https://cdn.myanimelist.net/images/anime/13/84097.jpg,Movie,1,Finished Airing,,,,Avant Garde,,Yamamura Animation,add some,,G - All Ages,5.67,11945.0,16770.0,620.0,0.0
Gabriel DropOut Specials,https://cdn.myanimelist.net/images/anime/8/89690.jpg,Special,2,Finished Airing,,,,"Comedy, Supernatural","CGDCT, Mythology, School",Doga Kobo,add some,Shounen,PG-13 - Teens 13 or older,7.61,1621.0,2788.0,74328.0,70.0
Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,https://cdn.myanimelist.net/images/anime/8/84144.jpg,ONA,1,Finished Airing,,,,"Action, Fantasy",,add some,add some,,G - All Ages,5.92,10712.0,14655.0,1056.0,0.0
"Wake Up, Girl Zoo! Taiwan de Go!",https://cdn.myanimelist.net/images/anime/13/86443.jpg,Special,1,Finished Airing,,,,Comedy,,Karasfilms,add some,,G - All Ages,5.35,13056.0,14246.0,1165.0,0.0
Prism Season,https://cdn.myanimelist.net/images/anime/1507/94498.jpg,OVA,1,Finished Airing,,,,,,add some,Pony Canyon,Kids,G - All Ages,5.78,11464.0,17786.0,508.0,1.0
BanG Dream! Asonjatta!,https://cdn.myanimelist.net/images/anime/13/89692.jpg,Special,1,Finished Airing,,,,Slice of Life,"CGDCT, Music","Xebec, Issen",add some,,PG-13 - Teens 13 or older,7.08,4145.0,6091.0,14207.0,28.0
Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,https://cdn.myanimelist.net/images/anime/1786/91027.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,TMS Entertainment,Nippon Television Network,Kids,PG - Children,,15269.0,18770.0,432.0,0.0
Tapuri Card x Kaijuu Sakaba Kanpai,https://cdn.myanimelist.net/images/anime/2/84153.jpg,ONA,2,Finished Airing,,,,Comedy,,DLE,add some,,G - All Ages,5.1,13613.0,18073.0,484.0,0.0
Kaettekita Dr. Slump: Arale-chan Special,https://cdn.myanimelist.net/images/anime/8/84157.jpg,Special,1,Finished Airing,,,,"Comedy, Sci-Fi",Gag Humor,Toei Animation,add some,Shounen,PG-13 - Teens 13 or older,6.03,10103.0,15990.0,737.0,0.0
Keijo!!!!!!!! Specials,https://cdn.myanimelist.net/images/anime/1146/115571.jpg,Special,6,Finished Airing,,,,"Comedy, Ecchi",,Xebec,"Sotsu, Lantis, Warner Bros. Japan, Shogakukan",Shounen,PG-13 - Teens 13 or older,6.46,7551.0,4650.0,28058.0,16.0
Against,https://cdn.myanimelist.net/images/anime/10/84182.jpg,ONA,1,Finished Airing,,,,"Avant Garde, Fantasy",,add some,add some,,G - All Ages,5.06,13659.0,15482.0,843.0,0.0
Gakuen Senki Muryou Recap,https://cdn.myanimelist.net/images/anime/13/84191.jpg,TV Special,1.0,Finished Airing,,,,Adventure,,Madhouse,add some,,PG-13 - Teens 13 or older,,21449.0,18373.0,460.0,0.0
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,https://cdn.myanimelist.net/images/anime/8/84196.jpg,ONA,2,Finished Airing,,,,"Drama, Fantasy",,Signal.MD,add some,,G - All Ages,6.29,8589.0,10286.0,3643.0,3.0
Zutto Suki Datta,https://cdn.myanimelist.net/images/anime/1498/104331.jpg,OVA,2,Finished Airing,,,,"Drama, Hentai",School,Studio 9 Maiami,"Queen Bee, Mediabank",,Rx - Hentai,5.68,,8947.0,5541.0,11.0
Monmusu Quest!,https://cdn.myanimelist.net/images/anime/1700/127320.jpg,ONA,2,Finished Airing,,,,"Fantasy, Hentai",Mythology,Office No. 8,"Top Marshal, SELFISH",,Rx - Hentai,6.55,,7481.0,8654.0,43.0
Youjo Senki: Senkyou Houkoku,https://cdn.myanimelist.net/images/anime/12/84328.jpg,TV Special,1,Finished Airing,,,,"Action, Fantasy","Isekai, Military, Reincarnation",Nut,add some,,R - 17+ (violence & profanity),6.72,6006.0,3913.0,40574.0,39.0
Yaiyai Mori no Comic,https://cdn.myanimelist.net/images/anime/2/84256.jpg,ONA,15,Finished Airing,,,,Comedy,Parody,add some,add some,,G - All Ages,,16754.0,20752.0,298.0,0.0
Kekkon wo Iwau Usagi to Tora,https://cdn.myanimelist.net/images/anime/4/84257.jpg,Special,1,Finished Airing,,,,Comedy,Parody,add some,add some,,G - All Ages,,17763.0,20646.0,303.0,0.0
Nenbutsu Monogatari,https://cdn.myanimelist.net/images/anime/9/84282.jpg,OVA,7.0,Finished Airing,,,,,Historical,add some,add some,,G - All Ages,,19038.0,21352.0,265.0,0.0
Butten Monogatari,https://cdn.myanimelist.net/images/anime/11/84283.jpg,OVA,10.0,Finished Airing,,,,,Historical,add some,add some,,G - All Ages,,20421.0,19359.0,386.0,0.0
Shinran Shounin to Ousha-jou no Higeki,https://cdn.myanimelist.net/images/anime/5/84284.jpg,OVA,1,Finished Airing,,,,Drama,Historical,add some,add some,,G - All Ages,,15029.0,20491.0,312.0,0.0
Funi Funi Marshmallow,https://cdn.myanimelist.net/images/anime/11/84312.jpg,ONA,1,Finished Airing,,,,,,Kamio Japan,add some,Kids,G - All Ages,5.41,12891.0,20211.0,329.0,0.0
Yowai Robot to 10 no Story Project,https://cdn.myanimelist.net/images/anime/3/84318.jpg,ONA,2,Finished Airing,,,,,,add some,add some,Kids,G - All Ages,5.5,12583.0,19494.0,375.0,0.0
Sword of Phantasia,https://cdn.myanimelist.net/images/anime/11/84319.jpg,ONA,1,Finished Airing,,,,Fantasy,"Music, Strategy Game",add some,add some,,G - All Ages,5.61,12220.0,17185.0,571.0,0.0
Ichinen Buri no The Animation,https://cdn.myanimelist.net/images/anime/1252/115113.jpg,OVA,1,Finished Airing,,,,Hentai,,Studio 1st,"MS Pictures, Chippai",,Rx - Hentai,6.39,,8030.0,7210.0,56.0
Dongguo Xiaojie,https://cdn.myanimelist.net/images/anime/5/84996.jpg,ONA,15,Finished Airing,,,,"Adventure, Supernatural","Historical, Mythology",Haoliners Animation League,Tencent Animation & Comics,,PG-13 - Teens 13 or older,5.9,10804.0,10989.0,2976.0,6.0
Queen's Blade: Unlimited,https://cdn.myanimelist.net/images/anime/1470/90266.jpg,OVA,2,Finished Airing,,,,"Action, Adventure, Fantasy, Ecchi",,Fortes,add some,,R+ - Mild Nudity,5.79,11397.0,6225.0,13436.0,26.0
Bungou Stray Dogs: Dead Apple,https://cdn.myanimelist.net/images/anime/1127/93981.jpg,Movie,1,Finished Airing,,,,"Action, Mystery","Adult Cast, Detective, Organized Crime, Super Power",Bones,"WOWOW, Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Sony Music Communications, Glovision, Kadokawa Media House, Kadokawa, Bandai Namco Arts",Seinen,R - 17+ (violence & profanity),7.91,843.0,892.0,307508.0,1950.0
Hakuouki: Otogisoushi Special,https://cdn.myanimelist.net/images/anime/2/84387.jpg,Special,1,Finished Airing,,,,Fantasy,"Historical, Samurai",DLE,add some,Josei,PG-13 - Teens 13 or older,6.09,9747.0,12024.0,2221.0,0.0
Puru Pom,https://cdn.myanimelist.net/images/anime/2/84388.jpg,ONA,9,Finished Airing,,,,Comedy,,add some,add some,,G - All Ages,,19586.0,21507.0,256.0,0.0
Gakuen Shinshoku: XX of the Dead,https://cdn.myanimelist.net/images/anime/1942/103967.jpg,OVA,2,Finished Airing,,,,Hentai,,Peak Hunt,Showten,,Rx - Hentai,6.48,,8526.0,6222.0,35.0
Tesapuru da yo! Schedule no Au Hito dake Shuugou!,https://cdn.myanimelist.net/images/anime/8/84413.jpg,Special,6,Finished Airing,,,,Comedy,"Parody, School",add some,add some,,PG-13 - Teens 13 or older,,15582.0,16581.0,648.0,0.0
Yume Oukoku to Nemureru 100-nin no Oujisama: Short Stories,https://cdn.myanimelist.net/images/anime/12/84446.jpg,ONA,10,Finished Airing,,,,,Strategy Game,Satelight,add some,,PG-13 - Teens 13 or older,6.01,10221.0,9590.0,4530.0,8.0
Digimon Adventure tri. 5: Kyousei,https://cdn.myanimelist.net/images/anime/1743/93826.jpg,Movie,1,Finished Airing,,,,"Action, Adventure, Comedy, Drama",,Toei Animation,Sonilude,,PG-13 - Teens 13 or older,7.16,3725.0,3303.0,54569.0,30.0
Yarimoku Beach ni Shuugakuryokou de!! The Animation,https://cdn.myanimelist.net/images/anime/1880/105431.jpg,OVA,1,Finished Airing,,,,Hentai,,Seven,Pink Pineapple,,Rx - Hentai,7.15,,5901.0,15490.0,103.0
Hakubo,https://cdn.myanimelist.net/images/anime/1233/117186.jpg,Movie,1,Finished Airing,,,,"Drama, Romance","Music, School, Visual Arts",Twilight Studio,add some,,PG-13 - Teens 13 or older,6.53,7134.0,4435.0,31045.0,46.0
Aragne no Mushikago,https://cdn.myanimelist.net/images/anime/1477/96023.jpg,Movie,1,Finished Airing,,,,"Fantasy, Horror, Mystery",,Zelico Film,Presidio,,R - 17+ (violence & profanity),5.1,13594.0,8065.0,7131.0,25.0
Fin-tan,https://cdn.myanimelist.net/images/anime/13/84480.jpg,ONA,3,Finished Airing,,,,Comedy,,Kenji Studio,add some,,G - All Ages,5.16,13484.0,18035.0,487.0,1.0
Shinkansen Henkei Robo Shinkalion,https://cdn.myanimelist.net/images/anime/13/84483.jpg,ONA,11,Finished Airing,,,,,Mecha,add some,add some,Kids,G - All Ages,6.01,10206.0,14527.0,1089.0,1.0
Unicorn no Kyupi,https://cdn.myanimelist.net/images/anime/1165/91319.jpg,TV Special,5,Finished Airing,,,,Fantasy,,qmotri,NHK,Kids,G - All Ages,,15933.0,18855.0,425.0,0.0
Ao no Strada,https://cdn.myanimelist.net/images/anime/10/84500.jpg,ONA,4,Finished Airing,,,,Drama,,add some,Panasonic Digital Contents,,G - All Ages,5.29,13212.0,15924.0,748.0,0.0
Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,https://cdn.myanimelist.net/images/anime/1833/112407.jpg,Special,1,Finished Airing,,,,"Comedy, Supernatural, Ecchi",,Creators in Pack,add some,,PG-13 - Teens 13 or older,6.18,9236.0,9599.0,4521.0,1.0
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,https://cdn.myanimelist.net/images/anime/3/87158.jpg,OVA,1,Finished Airing,,,,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Xebec,add some,Shounen,R+ - Mild Nudity,7.13,3874.0,3381.0,52536.0,95.0
T-sensei,https://cdn.myanimelist.net/images/anime/12/87130.jpg,ONA,14,Finished Airing,,,,Slice of Life,"Childcare, School, Workplace",add some,"Production I.G, Anime Beans",Seinen,G - All Ages,6.24,8914.0,12971.0,1649.0,1.0
Kamigami no Ki: Xmas Special,https://cdn.myanimelist.net/images/anime/3/84531.jpg,ONA,1,Finished Airing,,,,"Comedy, Supernatural",Historical,Sotsu,add some,,PG - Children,5.65,12015.0,18479.0,452.0,0.0
Midori no Kuni no Otomodachi: Koeda-chan,https://cdn.myanimelist.net/images/anime/12/84532.jpg,ONA,8,Finished Airing,,,,Fantasy,,A-Line,add some,,G - All Ages,,18634.0,19312.0,390.0,0.0
Berserk Recap,https://cdn.myanimelist.net/images/anime/9/84535.jpg,TV Special,1,Finished Airing,,,,"Action, Adventure, Drama, Fantasy, Horror","Gore, Military","Millepensee, GEMBA",LIDENFILMS,Seinen,R - 17+ (violence & profanity),6.06,9905.0,5862.0,15720.0,26.0
Yankee Hamster,https://cdn.myanimelist.net/images/anime/1302/91296.jpg,ONA,110,Finished Airing,,,,Comedy,"Delinquents, Pets",Piso Studio,Anime Beans,,PG-13 - Teens 13 or older,6.04,10056.0,13887.0,1281.0,4.0
Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,https://cdn.myanimelist.net/images/anime/1212/93370.jpg,Movie,1,Finished Airing,,,,Comedy,"Adult Cast, Parody",Studio Pierrot,Avex Pictures,,R - 17+ (violence & profanity),6.04,10041.0,12744.0,1771.0,2.0
"""Eikou Naki Tensai-tachi"" Kara no Monogatari",https://cdn.myanimelist.net/images/anime/4/84552.jpg,TV Special,2,Finished Airing,,,,Sports,,J.C.Staff,NHK,,G - All Ages,,19749.0,15431.0,852.0,1.0
Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,https://cdn.myanimelist.net/images/anime/4/88511.jpg,OVA,2,Finished Airing,,,,Hentai,,T-Rex,Lune-Pictures,,Rx - Hentai,7.18,,5547.0,18221.0,133.0
Tensei Kendo no Harem Colosseo,https://cdn.myanimelist.net/images/anime/11/88080.jpg,OVA,4,Finished Airing,,,,"Fantasy, Hentai",Harem,PoRO,add some,,Rx - Hentai,6.65,,6840.0,10755.0,34.0
Kitty to Mimmy no Atarashii Kasa,https://cdn.myanimelist.net/images/anime/12/84561.jpg,Movie,1.0,Finished Airing,,,,,,add some,Sanrio,Kids,G - All Ages,,17859.0,18998.0,416.0,0.0
Sam to Chip no wa Hachamecha Dai Race,https://cdn.myanimelist.net/images/anime/1349/148057.jpg,OVA,1,Finished Airing,,,,,Racing,add some,Sanrio,Kids,G - All Ages,5.36,13017.0,18003.0,489.0,0.0
Pokopon no Kitsune-gawa Onsen Henshin Gassen,https://cdn.myanimelist.net/images/anime/1789/138871.jpg,OVA,1.0,Finished Airing,,,,Supernatural,,add some,Sanrio,Kids,G - All Ages,,19503.0,20513.0,312.0,1.0
Sam-chan no Obake Nanka Kowaku Nai,https://cdn.myanimelist.net/images/anime/3/84567.jpg,OVA,1,Finished Airing,,,,Supernatural,,add some,Sanrio,Kids,G - All Ages,,14624.0,20258.0,325.0,0.0
Eddy & Emmy no Initial Ring wa Futari de,https://cdn.myanimelist.net/images/anime/8/84568.jpg,OVA,1,Finished Airing,,,,,,add some,Sanrio,Kids,G - All Ages,6.17,9309.0,18716.0,434.0,1.0
Pokopon no Satogaeri,https://cdn.myanimelist.net/images/anime/8/84569.jpg,OVA,1,Finished Airing,,,,,,add some,Sanrio,Kids,G - All Ages,,19500.0,20885.0,290.0,0.0
Hello Kitty to Miyou: Nihon Mukashibanashi,https://cdn.myanimelist.net/images/anime/7/84571.jpg,OVA,7,Finished Airing,,,,Fantasy,,add some,Sanrio,Kids,G - All Ages,,21896.0,19197.0,399.0,0.0
Tu Bian Yingxiong Leaf,https://cdn.myanimelist.net/images/anime/1655/116700.jpg,ONA,12,Finished Airing,,,,Comedy,Super Power,LAN Studio,"Haoliners Animation League, bilibili",,PG-13 - Teens 13 or older,6.99,4601.0,3758.0,43795.0,120.0
Mirai e no Tegami: Kono Michi no Tochuu kara,https://cdn.myanimelist.net/images/anime/3/84578.jpg,ONA,2,Finished Airing,,,,Drama,Music,Gaina,add some,,G - All Ages,,18712.0,18638.0,441.0,0.0
Trojan wo Jibun no Te de,,,,,,,,,,,,,,,,,,
Nihon no Obake-banashi,https://cdn.myanimelist.net/images/anime/8/84591.jpg,OVA,4,Finished Airing,,,,Horror,,add some,add some,Kids,G - All Ages,,19061.0,21003.0,285.0,0.0
3-nen D-gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,https://cdn.myanimelist.net/images/anime/9/85972.jpg,Movie,1,Finished Airing,,,,Comedy,"Parody, School",DLE,add some,Shoujo,PG - Children,5.63,12113.0,14902.0,985.0,1.0
Noah's Animal Clinic Medical Book Record,https://cdn.myanimelist.net/images/anime/1116/98786.jpg,ONA,10.0,Finished Airing,,,,Comedy,,add some,add some,Kids,G - All Ages,,19111.0,19424.0,368.0,0.0
Boruto: Jump Festa 2016 Special,https://cdn.myanimelist.net/images/anime/10/84622.jpg,Special,1,Finished Airing,,,,"Action, Adventure, Fantasy",Martial Arts,Studio Pierrot,add some,Shounen,PG-13 - Teens 13 or older,6.11,9639.0,5734.0,16751.0,19.0
Kaiketsu Zorori Movie: ZZ no Himitsu,https://cdn.myanimelist.net/images/anime/1241/105180.jpg,Movie,1,Finished Airing,,,,"Adventure, Comedy",,add some,add some,Kids,PG - Children,,17606.0,17645.0,521.0,2.0
Hibike! Euphonium Movie 2: Todoketai Melody,https://cdn.myanimelist.net/images/anime/5/88024.jpg,Movie,1,Finished Airing,,,,Drama,"Music, Performing Arts, School",Kyoto Animation,"Lantis, Shochiku, Pony Canyon",,PG-13 - Teens 13 or older,7.86,951.0,4165.0,35552.0,39.0
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",https://cdn.myanimelist.net/images/anime/1424/93321.jpg,Movie,1,Finished Airing,,,,"Action, Supernatural",Historical,Wit Studio,"Production I.G, Shochiku, Blade, Kinoshita Management",Shounen,PG-13 - Teens 13 or older,7.4,2460.0,5452.0,19136.0,31.0
Hiroshima no Enoki,,OVA,1,Finished Airing,,,,Drama,Historical,add some,add some,,G - All Ages,,21951.0,21153.0,276.0,0.0
